state_ansi	county_ansi	state_alpha	county_name	commodity	value
04	013	AZ	MARICOPA	HAY	105,571
13	023	GA	BLECKLEY	HAY	(D)
42	031	PA	CLARION	HAY	(D)
46	077	SD	KINGSBURY	HAY	4,848
51	115	VA	MATHEWS	HAY	86
05	005	AR	BAXTER	HAY	12,360
27	031	MN	COOK	HAY	(D)
53	067	WA	THURSTON	HAY	(D)
18	145	IN	SHELBY	HAY	1,372
16	057	ID	LATAH	GRASSES & LEGUMES TOTALS	3,296
01	039	AL	COVINGTON	HAY	310
16	047	ID	GOODING	HAY	28,754
29	169	MO	PULASKI	HAY	638
18	135	IN	RANDOLPH	HAY	2,524
56	041	WY	UINTA	HAY	31,970
29	215	MO	TEXAS	GRASSES & LEGUMES TOTALS	(D)
19	011	IA	BENTON	HAY	7,208
39	039	OH	DEFIANCE	HAY	1,071
13	079	GA	CRAWFORD	HAY	(D)
22	067	LA	MOREHOUSE	HAY	(D)
45	003	SC	AIKEN	HAY	1,475
05	087	AR	MADISON	HAY	(D)
17	017	IL	CASS	HAY	1,387
42	053	PA	FOREST	HAY	842
12	055	FL	HIGHLANDS	HAY	(D)
30	073	MT	PONDERA	HAY	16,905
12	105	FL	POLK	HAY	16,228
54	007	WV	BRAXTON	HAY	(D)
38	023	ND	DIVIDE	HAY	912
26	027	MI	CASS	HAY	(D)
37	195	NC	WILSON	SOD	(D)
39	083	OH	KNOX	HAY	15,560
13	157	GA	JACKSON	HAY	10,544
04	027	AZ	YUMA	HAY	28,593
22	075	LA	PLAQUEMINES	HAY	190
20	193	KS	THOMAS	HAY	6,933
13	077	GA	COWETA	HAY	70
51	029	VA	BUCKINGHAM	HAY	12,326
18	161	IN	UNION	HAY	1,482
48	461	TX	UPTON	HAY	(D)
01	027	AL	CLAY	HAY	306
45	037	SC	EDGEFIELD	HAY	(D)
24	031	MD	MONTGOMERY	HAY	18
45	017	SC	CALHOUN	HAY	1,707
42	071	PA	LANCASTER	HAY	20,336
35	006	NM	CIBOLA	GRASSES & LEGUMES TOTALS	(D)
19	135	IA	MONROE	HAY	19,033
47	063	TN	HAMBLEN	HAY	(D)
18	111	IN	NEWTON	HAY	3,109
19	171	IA	TAMA	HAY	2,774
01	031	AL	COFFEE	HAY	10,448
35	053	NM	SOCORRO	HAY	5,815
13	169	GA	JONES	HAY	(D)
17	131	IL	MERCER	HAY	20
49	029	UT	MORGAN	HAY	967
18	061	IN	HARRISON	HAY	106
32	011	NV	EUREKA	HAY	31,519
13	209	GA	MONTGOMERY	HAY	258
48	431	TX	STERLING	HAY	(D)
42	017	PA	BUCKS	SOD	548
01	061	AL	GENEVA	HAY	600
46	093	SD	MEADE	HAY	175,185
39	049	OH	FRANKLIN	HAY	(D)
13	065	GA	CLINCH	HAY	64
45	069	SC	MARLBORO	HAY	(D)
21	057	KY	CUMBERLAND	HAY	(D)
28	153	MS	WAYNE	HAY	61
27	015	MN	BROWN	HAY	49
18	043	IN	FLOYD	HAY	(D)
30	051	MT	LIBERTY	HAY	748
31	085	NE	HAYES	HAY	3,474
20	015	KS	BUTLER	HAY	161
18	035	IN	DELAWARE	HAY	1,191
55	107	WI	RUSK	HAY	15,317
26	161	MI	WASHTENAW	HAY	474
47	021	TN	CHEATHAM	HAY	54
18	163	IN	VANDERBURGH	HAY	300
21	131	KY	LESLIE	HAY	80
08	113	CO	SAN MIGUEL	HAY	1,119
46	027	SD	CLAY	HAY	5,381
37	027	NC	CALDWELL	HAY	88
35	057	NM	TORRANCE	HAY	2,217
37	097	NC	IREDELL	HAY	771
13	011	GA	BANKS	HAY	30
25	003	MA	BERKSHIRE	HAY	6,380
08	041	CO	EL PASO	HAY	1,314
24	001	MD	ALLEGANY	HAY	7,626
47	011	TN	BRADLEY	HAY	60
06	061	CA	PLACER	HAY	3,309
53	007	WA	CHELAN	HAY	921
12	113	FL	SANTA ROSA	HAY	3,019
50	019	VT	ORLEANS	HAY	1,560
36	077	NY	OTSEGO	HAY	164
47	069	TN	HARDEMAN	HAY	36
42	123	PA	WARREN	HAY	90
01	055	AL	ETOWAH	HAY	52
27	153	MN	TODD	HAY	36,617
29	135	MO	MONITEAU	HAY	(D)
17	053	IL	FORD	HAY	865
35	001	NM	BERNALILLO	GRASSES & LEGUMES TOTALS	78
53	029	WA	ISLAND	HAY	8
40	019	OK	CARTER	HAY	1,821
13	123	GA	GILMER	HAY	3,271
36	007	NY	BROOME	HAY	9,500
49	003	UT	BOX ELDER	HAY	12,804
29	227	MO	WORTH	HAY	2,834
42	125	PA	WASHINGTON	HAY	13,818
16	041	ID	FRANKLIN	GRASSES & LEGUMES TOTALS	(D)
41	025	OR	HARNEY	HAY	67,873
48	305	TX	LYNN	HAY	(D)
54	053	WV	MASON	HAY	124
02		AK	ALEUTIAN ISLANDS	HAY	(D)
29	163	MO	PIKE	HAY	5,905
05	147	AR	WOODRUFF	HAY	(D)
31	153	NE	SARPY	HAY	870
21	187	KY	OWEN	HAY	(D)
48	365	TX	PANOLA	HAY	644
53	073	WA	WHATCOM	HAY	7,191
34	023	NJ	MIDDLESEX	HAY	1,079
47	075	TN	HAYWOOD	HAY	3,779
51	085	VA	HANOVER	HAY	334
40	101	OK	MUSKOGEE	HAY	2,358
22	123	LA	WEST CARROLL	HAY	3,897
19	063	IA	EMMET	HAY	1,186
56	035	WY	SUBLETTE	HAY	70,037
35	015	NM	EDDY	GRASSES & LEGUMES TOTALS	(D)
37	035	NC	CATAWBA	HAY	48
17	043	IL	DU PAGE	HAY	(D)
16	075	ID	PAYETTE	HAY	21,866
37	075	NC	GRAHAM	HAY	(D)
20	193	KS	THOMAS	HAY	9,041
40	097	OK	MAYES	HAY	(D)
30	049	MT	LEWIS AND CLARK	GRASSES & LEGUMES TOTALS	(D)
04	023	AZ	SANTA CRUZ	HAY	(D)
45	071	SC	NEWBERRY	HAY	346
37	031	NC	CARTERET	HAY	(D)
08	005	CO	ARAPAHOE	HAY	355
48	501	TX	YOAKUM	SOD	(D)
27	017	MN	CARLTON	HAY	202
37	001	NC	ALAMANCE	GRASSES & LEGUMES TOTALS	(D)
06	059	CA	ORANGE	HAY	(D)
48	381	TX	RANDALL	HAY	231
16	083	ID	TWIN FALLS	HAY	10,197
30	011	MT	CARTER	HAY	686
48	495	TX	WINKLER	HAY	(D)
21	101	KY	HENDERSON	HAY	3,567
06	059	CA	ORANGE	HAY	(D)
12	093	FL	OKEECHOBEE	HAY	4,829
54	047	WV	MCDOWELL	HAY	(D)
29	117	MO	LIVINGSTON	HAY	1,470
17	169	IL	SCHUYLER	HAY	(D)
28	033	MS	DE SOTO	HAY	4,042
46	019	SD	BUTTE	HAY	47,475
18	093	IN	LAWRENCE	HAY	9
41	053	OR	POLK	HAY	7,216
06	079	CA	SAN LUIS OBISPO	HAY	476
29	015	MO	BENTON	HAY	895
13	055	GA	CHATTOOGA	HAY	7,425
40	139	OK	TEXAS	HAY	1,437
30	015	MT	CHOUTEAU	HAY	27,413
04	017	AZ	NAVAJO	HAY	35
13	011	GA	BANKS	HAY	6,547
51	113	VA	MADISON	HAY	888
48	503	TX	YOUNG	HAY	(D)
13	303	GA	WASHINGTON	HAY	3,769
08	093	CO	PARK	HAY	821
29	225	MO	WEBSTER	HAY	52,498
46	009	SD	BON HOMME	HAY	(D)
51	035	VA	CARROLL	HAY	18,060
06	001	CA	ALAMEDA	HAY	2,461
48	031	TX	BLANCO	HAY	94
48	447	TX	THROCKMORTON	HAY	7,418
40	143	OK	TULSA	HAY	403
20	185	KS	STAFFORD	HAY	381
31	037	NE	COLFAX	HAY	8,626
39	071	OH	HIGHLAND	HAY	(D)
36	089	NY	ST LAWRENCE	HAY	223
31	127	NE	NEMAHA	HAY	1,564
12	121	FL	SUWANNEE	HAY	37,421
49	045	UT	TOOELE	HAY	8,402
04	015	AZ	MOHAVE	HAY	19,574
28	067	MS	JONES	GRASSES & LEGUMES TOTALS	(D)
36	025	NY	DELAWARE	HAY	444
26	093	MI	LIVINGSTON	HAY	5,364
46	097	SD	MINER	HAY	15,587
51	185	VA	TAZEWELL	HAY	14,007
29	223	MO	WAYNE	HAY	9,260
01	045	AL	DALE	HAY	42
06	047	CA	MERCED	HAY	70,502
28	065	MS	JEFFERSON DAVIS	SOD	129
55	013	WI	BURNETT	HAY	5,949
37	035	NC	CATAWBA	HAY	48
12	013	FL	CALHOUN	HAY	1,277
19	027	IA	CARROLL	HAY	196
39	001	OH	ADAMS	HAY	(D)
01	055	AL	ETOWAH	HAY	(D)
49	049	UT	UTAH	HAY	29,950
26	119	MI	MONTMORENCY	HAY	3,886
40	087	OK	MCCLAIN	HAY	(D)
46	099	SD	MINNEHAHA	HAY	23,334
06	051	CA	MONO	HAY	16,726
26	057	MI	GRATIOT	HAY	2,260
51	167	VA	RUSSELL	HAY	1,733
20	087	KS	JEFFERSON	HAY	2,629
13	271	GA	TELFAIR	HAY	361
55	115	WI	SHAWANO	HAY	19,589
31	043	NE	DAKOTA	HAY	2,221
27	121	MN	POPE	HAY	10,944
18	181	IN	WHITE	HAY	(D)
08	087	CO	MORGAN	HAY	3,981
31	027	NE	CEDAR	HAY	18,983
17	197	IL	WILL	SOD	(D)
29	069	MO	DUNKLIN	HAY	(D)
55	047	WI	GREEN LAKE	HAY	5,510
20	019	KS	CHAUTAUQUA	HAY	(D)
20	003	KS	ANDERSON	HAY	528
55	017	WI	CHIPPEWA	HAY	29,939
48	293	TX	LIMESTONE	HAY	23,563
40	119	OK	PAYNE	HAY	(D)
17	109	IL	MCDONOUGH	HAY	2,845
53	023	WA	GARFIELD	HAY	(D)
48	291	TX	LIBERTY	HAY	1,191
31	111	NE	LINCOLN	SOD	(D)
37	081	NC	GUILFORD	HAY	216
20	097	KS	KIOWA	HAY	1,806
41	067	OR	WASHINGTON	HAY	935
13	135	GA	GWINNETT	HAY	634
09	011	CT	NEW LONDON	HAY	8,465
05	011	AR	BRADLEY	HAY	4,476
19	039	IA	CLARKE	HAY	20,885
01	031	AL	COFFEE	HAY	(D)
19	147	IA	PALO ALTO	HAY	1,838
16	071	ID	ONEIDA	HAY	27,985
39	157	OH	TUSCARAWAS	HAY	(D)
48	071	TX	CHAMBERS	HAY	81
22	041	LA	FRANKLIN	HAY	11,488
18	163	IN	VANDERBURGH	HAY	(D)
27	007	MN	BELTRAMI	HAY	(D)
13	167	GA	JOHNSON	HAY	(D)
48	085	TX	COLLIN	HAY	1,014
08	087	CO	MORGAN	HAY	19,121
37	159	NC	ROWAN	HAY	(D)
48	189	TX	HALE	HAY	17,512
33	019	NH	SULLIVAN	HAY	154
31	177	NE	WASHINGTON	HAY	7,876
51	031	VA	CAMPBELL	HAY	20,257
12	053	FL	HERNANDO	HAY	(D)
04	021	AZ	PINAL	HAY	77,426
40	145	OK	WAGONER	HAY	24,549
17	199	IL	WILLIAMSON	HAY	6,795
31	171	NE	THOMAS	HAY	805
17	131	IL	MERCER	HAY	3,651
06	013	CA	CONTRA COSTA	HAY	(D)
47	065	TN	HAMILTON	GRASSES & LEGUMES TOTALS	(D)
18	105	IN	MONROE	HAY	(D)
21	035	KY	CALLOWAY	HAY	(D)
53	075	WA	WHITMAN	HAY	918
38	093	ND	STUTSMAN	HAY	714
38	043	ND	KIDDER	HAY	3,205
30	017	MT	CUSTER	HAY	19,820
22	045	LA	IBERIA	HAY	88
30	099	MT	TETON	GRASSES & LEGUMES TOTALS	(D)
16	047	ID	GOODING	HAY	1,223
31	185	NE	YORK	HAY	573
47	087	TN	JACKSON	HAY	(D)
29	159	MO	PETTIS	HAY	41,199
49	047	UT	UINTAH	HAY	33,003
13	091	GA	DODGE	HAY	2,539
56	023	WY	LINCOLN	HAY	36,441
21	185	KY	OLDHAM	HAY	(D)
40	011	OK	BLAINE	HAY	759
45	079	SC	RICHLAND	HAY	51
49	027	UT	MILLARD	HAY	9,444
48	141	TX	EL PASO	HAY	791
16	083	ID	TWIN FALLS	HAY	10,197
13	315	GA	WILCOX	HAY	1,270
22	093	LA	SAINT JAMES	HAY	840
28	145	MS	UNION	HAY	11,382
54	055	WV	MERCER	HAY	(D)
16	069	ID	NEZ PERCE	HAY	11,165
41	013	OR	CROOK	HAY	36,349
01	015	AL	CALHOUN	HAY	(D)
16	045	ID	GEM	HAY	3,042
47	035	TN	CUMBERLAND	HAY	27,984
13	185	GA	LOWNDES	HAY	367
48	067	TX	CASS	HAY	17,727
13	171	GA	LAMAR	GRASSES & LEGUMES TOTALS	(D)
08	079	CO	MINERAL	HAY	1,230
54	019	WV	FAYETTE	HAY	3,548
21	145	KY	MCCRACKEN	HAY	(D)
06	103	CA	TEHAMA	HAY	4,094
53	015	WA	COWLITZ	HAY	(D)
47	141	TN	PUTNAM	HAY	15,939
13	255	GA	SPALDING	HAY	170
22	125	LA	WEST FELICIANA	HAY	2,627
16	021	ID	BOUNDARY	HAY	11,747
41	017	OR	DESCHUTES	HAY	(D)
27	141	MN	SHERBURNE	GRASSES & LEGUMES TOTALS	519
47	067	TN	HANCOCK	HAY	9,285
13	291	GA	UNION	HAY	136
19	111	IA	LEE	HAY	4,890
29	089	MO	HOWARD	HAY	313
51	005	VA	ALLEGHANY	HAY	482
20	141	KS	OSBORNE	HAY	19,467
48	073	TX	CHEROKEE	HAY	562
54	101	WV	WEBSTER	HAY	809
19	071	IA	FREMONT	HAY	(D)
12	077	FL	LIBERTY	HAY	307
26	065	MI	INGHAM	HAY	8,531
21	097	KY	HARRISON	HAY	30,838
05	047	AR	FRANKLIN	HAY	44,279
31	087	NE	HITCHCOCK	HAY	5,014
36	113	NY	WARREN	HAY	(D)
13	163	GA	JEFFERSON	HAY	6,059
39	017	OH	BUTLER	HAY	3,740
35	001	NM	BERNALILLO	HAY	(D)
40	073	OK	KINGFISHER	HAY	(D)
56	023	WY	LINCOLN	HAY	63,204
16	025	ID	CAMAS	HAY	2,320
37	157	NC	ROCKINGHAM	HAY	171
48	505	TX	ZAPATA	HAY	(D)
28	131	MS	STONE	HAY	4,481
39	103	OH	MEDINA	SOD	(D)
32	027	NV	PERSHING	HAY	39,285
38	055	ND	MCLEAN	HAY	691
42	011	PA	BERKS	GRASSES & LEGUMES TOTALS	3
21	011	KY	BATH	GRASSES & LEGUMES TOTALS	(D)
26	061	MI	HOUGHTON	HAY	5,544
42	095	PA	NORTHAMPTON	HAY	(D)
04	023	AZ	SANTA CRUZ	HAY	158
47	113	TN	MADISON	HAY	7,651
12	049	FL	HARDEE	HAY	405
31	091	NE	HOOKER	HAY	(D)
19	169	IA	STORY	GRASSES & LEGUMES TOTALS	(D)
21	187	KY	OWEN	HAY	(D)
46	063	SD	HARDING	HAY	110,746
01	033	AL	COLBERT	HAY	5,897
13	289	GA	TWIGGS	HAY	838
16	075	ID	PAYETTE	HAY	2,281
37	119	NC	MECKLENBURG	HAY	1,226
08	009	CO	BACA	HAY	8,087
12	051	FL	HENDRY	SOD	2,801
30	091	MT	SHERIDAN	HAY	27,753
45	071	SC	NEWBERRY	HAY	(D)
48	285	TX	LAVACA	HAY	30
31	083	NE	HARLAN	HAY	217
42	075	PA	LEBANON	HAY	4,888
26	097	MI	MACKINAC	HAY	4,226
08	099	CO	PROWERS	HAY	2,262
29	049	MO	CLINTON	HAY	48
08	125	CO	YUMA	HAY	9,092
12	089	FL	NASSAU	HAY	48
39	015	OH	BROWN	HAY	216
05	133	AR	SEVIER	HAY	26,291
35	041	NM	ROOSEVELT	HAY	14,215
26	113	MI	MISSAUKEE	HAY	350
37	077	NC	GRANVILLE	HAY	9,591
20	183	KS	SMITH	HAY	14,806
51	015	VA	AUGUSTA	HAY	40,154
31	097	NE	JOHNSON	HAY	(D)
21	177	KY	MUHLENBERG	HAY	12,432
47	021	TN	CHEATHAM	HAY	64
12	079	FL	MADISON	HAY	736
36	015	NY	CHEMUNG	HAY	9,009
48	401	TX	RUSK	HAY	226
54	069	WV	OHIO	HAY	4,137
39	011	OH	AUGLAIZE	HAY	2,778
21	149	KY	MCLEAN	HAY	365
38	053	ND	MCKENZIE	SOD	(D)
27	079	MN	LE SUEUR	HAY	3,814
42	001	PA	ADAMS	GRASSES & LEGUMES TOTALS	(D)
40	017	OK	CANADIAN	HAY	34,039
30	107	MT	WHEATLAND	HAY	19,290
49	003	UT	BOX ELDER	GRASSES & LEGUMES TOTALS	(D)
20	159	KS	RICE	HAY	9,273
31	175	NE	VALLEY	HAY	16,084
48	439	TX	TARRANT	HAY	136
40	073	OK	KINGFISHER	GRASSES & LEGUMES TOTALS	(D)
39	115	OH	MORGAN	HAY	5,371
13	287	GA	TURNER	HAY	310
27	153	MN	TODD	HAY	1,852
13	309	GA	WHEELER	HAY	187
30	111	MT	YELLOWSTONE	GRASSES & LEGUMES TOTALS	(D)
29	053	MO	COOPER	HAY	1,320
48	363	TX	PALO PINTO	HAY	1,385
21	163	KY	MEADE	HAY	1,451
54	099	WV	WAYNE	HAY	2,628
39	021	OH	CHAMPAIGN	HAY	2,060
46	021	SD	CAMPBELL	HAY	24,356
29	095	MO	JACKSON	HAY	742
26	111	MI	MIDLAND	HAY	1,829
13	227	GA	PICKENS	HAY	5,490
41	051	OR	MULTNOMAH	GRASSES & LEGUMES TOTALS	(D)
44	001	RI	BRISTOL	HAY	(D)
12	083	FL	MARION	HAY	1,535
37	195	NC	WILSON	GRASSES & LEGUMES TOTALS	(D)
08	043	CO	FREMONT	HAY	2,387
48	105	TX	CROCKETT	HAY	2,412
06	115	CA	YUBA	HAY	2,450
13	139	GA	HALL	HAY	7,532
08	059	CO	JEFFERSON	HAY	253
13	199	GA	MERIWETHER	HAY	(D)
27	171	MN	WRIGHT	SOD	(D)
38	077	ND	RICHLAND	HAY	13,625
13	185	GA	LOWNDES	HAY	3,615
27	143	MN	SIBLEY	HAY	1,828
23	031	ME	YORK	HAY	4,960
19	163	IA	SCOTT	SOD	(D)
18	137	IN	RIPLEY	HAY	4,592
31	003	NE	ANTELOPE	HAY	1,176
31	093	NE	HOWARD	HAY	8,163
55	039	WI	FOND DU LAC	HAY	12,165
05	061	AR	HOWARD	HAY	23,921
48	131	TX	DUVAL	HAY	6,740
27	171	MN	WRIGHT	GRASSES & LEGUMES TOTALS	(D)
28	057	MS	ITAWAMBA	HAY	4,641
12	095	FL	ORANGE	HAY	2,116
29	069	MO	DUNKLIN	HAY	(D)
21	073	KY	FRANKLIN	HAY	11,862
21	077	KY	GALLATIN	HAY	583
06	061	CA	PLACER	HAY	2,210
48	167	TX	GALVESTON	HAY	42
27	141	MN	SHERBURNE	GRASSES & LEGUMES TOTALS	(D)
19	119	IA	LYON	HAY	2,350
27	091	MN	MARTIN	HAY	1,905
05	025	AR	CLEVELAND	HAY	6,236
44	007	RI	PROVIDENCE	HAY	1,117
26	099	MI	MACOMB	SOD	753
46	029	SD	CODINGTON	HAY	113
40	149	OK	WASHITA	HAY	(D)
51	135	VA	NOTTOWAY	HAY	888
29	207	MO	STODDARD	HAY	8,046
28	069	MS	KEMPER	HAY	10,386
24	011	MD	CAROLINE	HAY	319
21	011	KY	BATH	HAY	(D)
21	091	KY	HANCOCK	HAY	125
55	073	WI	MARATHON	HAY	648
55	001	WI	ADAMS	HAY	1,218
37	179	NC	UNION	HAY	85
21	111	KY	JEFFERSON	HAY	136
30	109	MT	WIBAUX	HAY	1,366
54	017	WV	DODDRIDGE	HAY	4,183
16	083	ID	TWIN FALLS	HAY	70,155
54	041	WV	LEWIS	HAY	7,455
37	151	NC	RANDOLPH	HAY	45
09	005	CT	LITCHFIELD	HAY	(D)
28	003	MS	ALCORN	HAY	(D)
34	019	NJ	HUNTERDON	GRASSES & LEGUMES TOTALS	(D)
48	501	TX	YOAKUM	HAY	(D)
30	099	MT	TETON	HAY	42,090
26	163	MI	WAYNE	SOD	855
42	071	PA	LANCASTER	HAY	37,639
25	011	MA	FRANKLIN	HAY	5,288
13	019	GA	BERRIEN	HAY	167
29	131	MO	MILLER	HAY	(D)
22	075	LA	PLAQUEMINES	HAY	190
46	035	SD	DAVISON	HAY	11,918
22	053	LA	JEFFERSON DAVIS	HAY	6,084
30	013	MT	CASCADE	HAY	15,162
48	483	TX	WHEELER	HAY	(D)
39	031	OH	COSHOCTON	HAY	9,426
56	039	WY	TETON	HAY	2,065
01	103	AL	MORGAN	HAY	(D)
54	043	WV	LINCOLN	HAY	1,718
48	171	TX	GILLESPIE	HAY	439
29	119	MO	MCDONALD	HAY	55
30	081	MT	RAVALLI	HAY	26,488
48	239	TX	JACKSON	HAY	675
40	081	OK	LINCOLN	HAY	(D)
30	085	MT	ROOSEVELT	HAY	42,566
27	117	MN	PIPESTONE	HAY	2,415
26	139	MI	OTTAWA	HAY	11,086
20	109	KS	LOGAN	HAY	(D)
40	009	OK	BECKHAM	HAY	7,205
28	129	MS	SMITH	HAY	(D)
08	001	CO	ADAMS	HAY	5,155
41	019	OR	DOUGLAS	HAY	24,883
48	257	TX	KAUFMAN	GRASSES & LEGUMES TOTALS	9
20	165	KS	RUSH	HAY	1,214
32	027	NV	PERSHING	HAY	31,659
25	007	MA	DUKES	HAY	(D)
49	005	UT	CACHE	GRASSES & LEGUMES TOTALS	(D)
12	063	FL	JACKSON	HAY	11,993
48	263	TX	KENT	HAY	2,004
55	091	WI	PEPIN	HAY	(D)
37	017	NC	BLADEN	HAY	4,157
48	165	TX	GAINES	HAY	26,112
13	201	GA	MILLER	HAY	(D)
37	087	NC	HAYWOOD	HAY	168
08	041	CO	EL PASO	SOD	124
49	001	UT	BEAVER	HAY	2,877
35	047	NM	SAN MIGUEL	HAY	648
48	395	TX	ROBERTSON	HAY	43,154
48	333	TX	MILLS	HAY	370
17	055	IL	FRANKLIN	HAY	(D)
01	125	AL	TUSCALOOSA	HAY	165
09	009	CT	NEW HAVEN	HAY	68
26	063	MI	HURON	HAY	11,645
48	437	TX	SWISHER	HAY	4,331
18	157	IN	TIPPECANOE	HAY	(D)
36	111	NY	ULSTER	HAY	5,815
39	043	OH	ERIE	HAY	(D)
05	093	AR	MISSISSIPPI	HAY	(D)
40	017	OK	CANADIAN	HAY	630
17	157	IL	RANDOLPH	HAY	7,842
30	021	MT	DAWSON	HAY	22,948
24	017	MD	CHARLES	SOD	(D)
47	165	TN	SUMNER	HAY	110
12	125	FL	UNION	HAY	6,290
23	017	ME	OXFORD	HAY	582
29	067	MO	DOUGLAS	HAY	58
37	085	NC	HARNETT	HAY	4,100
20	195	KS	TREGO	GRASSES & LEGUMES TOTALS	(D)
06	049	CA	MODOC	GRASSES & LEGUMES TOTALS	108
39	019	OH	CARROLL	HAY	(D)
48	105	TX	CROCKETT	HAY	1,500
37	175	NC	TRANSYLVANIA	HAY	(D)
26	081	MI	KENT	HAY	13,389
19	047	IA	CRAWFORD	HAY	6,194
26	027	MI	CASS	HAY	5,925
21	127	KY	LAWRENCE	HAY	(D)
38	025	ND	DUNN	HAY	(D)
35	021	NM	HARDING	HAY	(D)
17	193	IL	WHITE	HAY	1,248
17	103	IL	LEE	HAY	361
06	053	CA	MONTEREY	HAY	782
12	091	FL	OKALOOSA	HAY	91
56	009	WY	CONVERSE	HAY	6,855
39	117	OH	MORROW	HAY	6,693
55	135	WI	WAUPACA	HAY	15,616
01	073	AL	JEFFERSON	HAY	(D)
08	025	CO	CROWLEY	HAY	287
08	115	CO	SEDGWICK	HAY	(D)
22	047	LA	IBERVILLE	HAY	(D)
30	099	MT	TETON	HAY	58,141
28	131	MS	STONE	HAY	4,481
30	091	MT	SHERIDAN	HAY	1,662
35	055	NM	TAOS	HAY	1,229
31	175	NE	VALLEY	HAY	5,147
53	059	WA	SKAMANIA	HAY	407
46	017	SD	BUFFALO	HAY	(D)
29	053	MO	COOPER	HAY	370
36	053	NY	MADISON	HAY	11,576
36	069	NY	ONTARIO	HAY	22,861
08	095	CO	PHILLIPS	HAY	5,255
45	023	SC	CHESTER	HAY	143
46	047	SD	FALL RIVER	HAY	1,774
32	013	NV	HUMBOLDT	GRASSES & LEGUMES TOTALS	(D)
13	071	GA	COLQUITT	HAY	1,281
27	063	MN	JACKSON	HAY	1,553
29	127	MO	MARION	HAY	(D)
05	055	AR	GREENE	HAY	220
19	095	IA	IOWA	HAY	8,652
48	065	TX	CARSON	HAY	(D)
16	075	ID	PAYETTE	HAY	19,585
55	037	WI	FLORENCE	HAY	2,182
01	057	AL	FAYETTE	HAY	(D)
48	119	TX	DELTA	HAY	7,651
31	011	NE	BOONE	HAY	4,377
36	111	NY	ULSTER	HAY	77
46	101	SD	MOODY	HAY	7,877
27	031	MN	COOK	HAY	123
29	223	MO	WAYNE	HAY	8,837
05	003	AR	ASHLEY	HAY	(D)
41	051	OR	MULTNOMAH	GRASSES & LEGUMES TOTALS	(D)
26	067	MI	IONIA	HAY	10,946
18	171	IN	WARREN	HAY	2,335
19	153	IA	POLK	HAY	5,381
36	103	NY	SUFFOLK	HAY	(D)
21	229	KY	WASHINGTON	HAY	32,353
27	085	MN	MCLEOD	HAY	6,272
13	287	GA	TURNER	HAY	(D)
17	031	IL	COOK	HAY	1,481
16	063	ID	LINCOLN	HAY	1,756
22	119	LA	WEBSTER	HAY	(D)
18	091	IN	LA PORTE	HAY	5,179
54	003	WV	BERKELEY	HAY	12,775
29	005	MO	ATCHISON	HAY	78
31	047	NE	DAWSON	HAY	1,212
37	089	NC	HENDERSON	HAY	3,376
26	019	MI	BENZIE	HAY	773
29	095	MO	JACKSON	HAY	32
20	209	KS	WYANDOTTE	HAY	(D)
22	049	LA	JACKSON	HAY	4,615
08	027	CO	CUSTER	HAY	7,764
05	127	AR	SCOTT	HAY	170
40	007	OK	BEAVER	HAY	868
35	025	NM	LEA	HAY	3,092
17	017	IL	CASS	HAY	(D)
31	029	NE	CHASE	HAY	4,148
39	043	OH	ERIE	HAY	153
40	061	OK	HASKELL	HAY	35,699
31	161	NE	SHERIDAN	HAY	87,809
27	119	MN	POLK	HAY	18,475
40	121	OK	PITTSBURG	HAY	1,857
48	505	TX	ZAPATA	HAY	(D)
19	115	IA	LOUISA	GRASSES & LEGUMES TOTALS	(D)
42	001	PA	ADAMS	HAY	24,464
30	009	MT	CARBON	HAY	18,140
48	349	TX	NAVARRO	HAY	1,540
06	031	CA	KINGS	HAY	37,374
19	047	IA	CRAWFORD	HAY	7,309
22	009	LA	AVOYELLES	HAY	410
27	041	MN	DOUGLAS	HAY	(D)
42	055	PA	FRANKLIN	HAY	(D)
41	005	OR	CLACKAMAS	GRASSES & LEGUMES TOTALS	5,997
05	077	AR	LEE	HAY	1,011
50	001	VT	ADDISON	HAY	512
12	113	FL	SANTA ROSA	HAY	138
46	087	SD	MCCOOK	HAY	(D)
32	011	NV	EUREKA	HAY	31,519
19	131	IA	MITCHELL	GRASSES & LEGUMES TOTALS	(D)
16	005	ID	BANNOCK	HAY	21,101
13	073	GA	COLUMBIA	HAY	(D)
47	055	TN	GILES	HAY	507
55	077	WI	MARQUETTE	HAY	918
31	027	NE	CEDAR	HAY	4,867
30	015	MT	CHOUTEAU	HAY	4,075
19	107	IA	KEOKUK	HAY	9,325
10	003	DE	NEW CASTLE	HAY	439
46	049	SD	FAULK	HAY	16,713
16	067	ID	MINIDOKA	HAY	32,210
47	157	TN	SHELBY	HAY	50
48	261	TX	KENEDY	HAY	(D)
47	163	TN	SULLIVAN	HAY	24,786
49	047	UT	UINTAH	HAY	(D)
56	001	WY	ALBANY	HAY	58,626
27	117	MN	PIPESTONE	HAY	(D)
26	105	MI	MASON	HAY	(D)
47	057	TN	GRAINGER	HAY	219
13	141	GA	HANCOCK	HAY	3,456
19	027	IA	CARROLL	HAY	319
48	101	TX	COTTLE	HAY	1,360
21	237	KY	WOLFE	HAY	365
17	057	IL	FULTON	HAY	(D)
19	021	IA	BUENA VISTA	HAY	1,015
48	341	TX	MOORE	HAY	5,814
